어플 이름,리뷰 내용,별점,리뷰 작성 시 앱 버전
DAILY NOTE,일기 쓰기 좋아요.,5,2.8.3
DAILY NOTE,깔끔한 일기앱,5,2.8.3
DAILY NOTE,좋은데 글씨체 바꾸는 기능은 없나요?,5,2.8.2
DAILY NOTE,와 저장하고 뒤로 가기 눌렸는데 썼던 글 다 날아감,1,
DAILY NOTE,깔끔함,5,2.8.3
DAILY NOTE,일기쓰는 습관을 가지려는중 발견한 좋은 어플 ☆,5,2.8.3
DAILY NOTE,제가 딱 원하던 일기장 입니다 담백하고 깔끔하며 있을건 다 있는 최고입니다♥♥♥♥♥,5,2.8.3
DAILY NOTE,예뻐요 심플하고,5,2.8.3
DAILY NOTE,너무좋아요,5,2.8.3
DAILY NOTE,간단해서 사용하기 편리해요,5,2.8.3
DAILY NOTE,좋습니다,5,2.8.3
DAILY NOTE,혹시 하루에 하나밖에 쓸수없는건가요~?♡ㅠㅠ,5,2.8.3
DAILY NOTE,깔끔한게 아주 좋네요,5,2.8.3
DAILY NOTE,수정하기 편해서 자주 사용하고있어요!,5,2.8.3
DAILY NOTE,이제 처음 써보려고 하는데 깔끔해서 좋아요 잘 쓸게요 감사합니다,4,2.8.3
DAILY NOTE,좋아요 깔끔 단백 집중,5,2.8.3
DAILY NOTE,깔끔하고 너무 좋아요,5,2.8.3
DAILY NOTE,진짜 좋아요!!,5,2.8.3
DAILY NOTE,글 내용이 양쪽 정렬이 되어있으면 더 깔끔한 글쓰기가 될 것 같아요,2,2.8.3
DAILY NOTE,간단하게 잘 쓸수 있어서 좋은거 같아용.,5,2.8.3
DAILY NOTE,앱잠금비밀번호를 까먹는데 어떻게 해결할 방법이 있나요?ㅠㅠ,4,2.8.3
DAILY NOTE,다른거 써봤지만. 이건. 패스워드도 간단하고 쓰기에 너무 좋네요,5,2.8.3
DAILY NOTE,깔끔하고 좋아요 잠글 수도 있고요,5,2.8.3
DAILY NOTE,깔끔해서 좋은데 글씨체나 배경지정 바꿀 수 있다몃 더 좋을 듯,4,2.8.3
DAILY NOTE,군더더기없이 깔끔하고 좋습니다,5,2.8.3
DAILY NOTE,넘깔끔하고조아요♥,5,2.8.3
DAILY NOTE,생각하던것들을 적고나서 보면 어플 디자인으로 인해 책을 읽고있는 기분이 듭니다ㅋ 내가 쓴글이지만 다른 사람이 쓴 글인것처럼 색다르게 느끼고 있어요ㅎㅎ 감사합니다,5,2.8.3
DAILY NOTE,심플해서 너무좋아요,4,2.8.3
DAILY NOTE,미리보기는 달력으로 한눈에 보기가 있어서 구입했는디...ㅠ도대체 설정가도 안보이구  .... 설명아 부족해서 .. 찾지를 못하겠어요 간단해서 좋은데 간단한데 왜 설정을 따로 가도 안보이구 뭐 눌러도 안되는데 뭐죠? ..... 하 ㄷ,2,2.8.3
DAILY NOTE,너무좋아요,5,2.8.3
DAILY NOTE,넘나 씸플해서  좋아요.. 하루에 쓸수있는 폴더가 2개 이상 이면 더 좋겠어요~~~~,5,2.8.3
DAILY NOTE,깔끔해서 너무 좋아요:),5,2.8.3
DAILY NOTE,너무 좋음. 단 사진불러오고 다시 들어가면 또 지문인식하라고 떠서 은근 귀찮. 그리고 문단 내어쓰기? 기능이 있엇으면 좋겠음. 너무 심하게 말고ㅇㅇ,4,2.8.3
DAILY NOTE,이제 시작이지만 간단히 일기 쓰기 좋습니다,4,2.8.3
DAILY NOTE,심플하고 간단해서 좋음,5,2.8.3
DAILY NOTE,심플하게 기록하기에 적합하네요,4,2.8.3
DAILY NOTE,좋아요 분위기 있고 느낌 있다,5,2.8.3
DAILY NOTE,간단히 사용하기 좋은 깔끔한 어플입니다.,5,2.8.3
DAILY NOTE,시간별로 자기생각을 간략하게 적고 깔끔해서좋아용,5,2.8.3
DAILY NOTE,깔끔하니 좋습니다,4,2.8.3
DAILY NOTE,아날로그 감성이 좋아요,5,2.8.3
DAILY NOTE,간단하고 깔끔해서  쓰기 편하네요 잘쓰고있습니다,5,2.8.3
DAILY NOTE,"UI, 앱 구성 등등 너무 좋습니다. 추천드려요! 단, 지문인식과 암호입력 동시에 적용 가능했으면 좋겠어요. 무슨 말이냐면 지문인식을 실패하거나 취소하면 바로 암호입력창으로 넘어갈 수 있게요.",4,2.8.3
DAILY NOTE,깔끔하고 좋아요.,5,2.8.3
DAILY NOTE,하루에 아침 스케줄 정리용으로 적어보는데 좋아요,5,2.8.3
DAILY NOTE,좋습니다,5,2.8.3
DAILY NOTE,간단하고. 타임태그가 있어 그때 그때 그낌이나 있었던 일을 적기 좋네요.. 굿,5,2.8.3
DAILY NOTE,글씨체가 맘에 들어요^^ 깔끔한 배경도 좋구요 마음 속 이야기를 털어놓을 수 있어 좋아요👍,4,2.8.3
DAILY NOTE,깔끔해서좋아요,5,2.8.3
DAILY NOTE,좋은 앱이에요^^,5,2.8.3
DAILY NOTE,사진 여러 장 첨부 안되서 삭제해요,2,2.8.3
DAILY NOTE,너무 깔끔하고 예뻐요,5,2.8.3
DAILY NOTE,좋ㄷ여,5,2.8.3
DAILY NOTE,아주아주 좋은데 제가초등학생 이라서 일기슬데조금그래요,5,2.8.3
DAILY NOTE,군더더기 없이 간결합니다.,5,2.8.3
DAILY NOTE,심플해서 좋아요,5,2.8.3
DAILY NOTE,깔끔하고 예쁩니다.♡,5,2.8.3
DAILY NOTE,깔끔하니 마음에듭니다.,4,
DAILY NOTE,보기너무좋아요. 깔끔함,5,2.8.3
DAILY NOTE,궁금한 게 있는데 글쓸때 나오는 색깔바꿀수있는 점은 뭐하는건가요...ㅎㅎ 글자색바꾸는거도 아니던데@@,4,2.8.3
DAILY NOTE,보기도 편하고 깔끔하고 기본기능만 써서 딱 좋네여,5,2.8.3
DAILY NOTE,간단 깔끔 계속 써보고 십습니다,5,2.8.3
DAILY NOTE,직관적이고 좋네요. 군더더기 없이 필요한 것만 있어 좋습니다,4,2.8.3
DAILY NOTE,깔끔하고 쓰기좋습니다 !,5,2.8.3
DAILY NOTE,군더더기 없는 깔끔한 UI가 인상적인 일기장입니다.,5,2.8.3
DAILY NOTE,깔끔하고 좋네요,4,2.8.3
DAILY NOTE,좋아요,5,2.8.3
DAILY NOTE,좋아요,5,
DAILY NOTE,컴팩트하면서 길게도 짧게도 맘대로 쓸수있네요 그전에 좋다는 일기앱쓰다가 맘에 안들어 제거했는데 이게 훨씬 낫네요~,5,2.8.3
DAILY NOTE,업무에도 도움이 많이되고 있습니다. 감사합니다.,5,2.8.3
DAILY NOTE,깔끔하고 좋아요,5,2.8.3
DAILY NOTE,심플한게 마음에들어요,5,2.8.3
DAILY NOTE,일기쓰다보면 차분해지고 기분이 좋아져요. 깔끔해서 좋은 앱이에요,5,2.8.3
DAILY NOTE,깔끔하고 편해요,5,2.8.3
DAILY NOTE,괜찮아 보입니다,5,2.8.3
DAILY NOTE,아주 좋음,5,2.8.3
DAILY NOTE,깔끔 군더더기가 없어서 좋아요,4,2.8.3
DAILY NOTE,너모 좋아여~~,5,2.8.3
DAILY NOTE,심플해서넘넘좋아요 여럿 다이어리 앱 받아봤지만 이게 최고!!,5,2.8.3
DAILY NOTE,간편해서 좋네요,5,2.8.3
DAILY NOTE,간단하면서 깔끔하다,5,2.8.3
DAILY NOTE,깔끔.그자체.,5,2.8.3
DAILY NOTE,다른어플들은 화면구성이 복잡해서 접근성이 안좋은데 이거는 디자인도 심플하고 구성도 간단해서 자주 쓰게되는 것 같아요ㅎㅎ 방황하다 이걸로 정착했어요!,5,2.8.3
DAILY NOTE,완전 깔끔한데 필요한 기능들은 또 다 있어서 진짜 좋아요~ 제 생각엔 시간 표시되는 게 신의 한 수입니다!!! 앞으로도 잘 쓰겠습니다^^,5,2.8.3
DAILY NOTE,오~생각보다 엄청 좋아서 별 5개드려용,5,2.8.3
DAILY NOTE,많은 일기어플을 써봤지만 군더더기 없이 깔끔하고 보고싶은대로 변경해서 볼 수 있고 글씨체도 깔끔해서 맘에 너무 들어요. 사진을 첨부할 때 사진을 여러장 첨부하고 싶은데 한개씩만 되는게 조금 아쉬워요,5,2.8.3
DAILY NOTE,너무 잘 쓰고 있어요 ㅜㅜ 여기 고딕체 너무 예쁜데 갤럭시 폰트로 내주시면 안돼요??? ㅜㅜㅜㅜㅜㅜ 살게요 ㅠㅠㅠㅠ 이거 폰트 이름 뭐에요?? 어디서 살 수 없을까요? ㅜㅜ,5,2.8.3
DAILY NOTE,깔끔하고 심플하니 너무 좋은데....저두 배경을 고를수 있었음 좋겠어요^^,5,2.8.3
DAILY NOTE,일기용으로 정말 편하고 좋은 앱이에요^^,5,2.8.3
DAILY NOTE,간편해서 좋아요! 하루에 여러개로 나눠 쓸 수 있는 기능이 추가되면 더 좋을 것 같아요!,5,2.8.3
DAILY NOTE,처음 리뷰 써보는데 이 어플 진짜 좋아요 ㅎㅎ 하루를 마무리하는 기분? 글고 다른분들 글 읽는것도 재밌어요,5,2.8.3
DAILY NOTE,부족한점은 딱히 없는듯,5,2.8.3
DAILY NOTE,깔끔하네요 ~~ 쓰기 편하고^^,4,2.8.3
DAILY NOTE,깔끔하고 사용이쉽네요 ㅎ 굿,5,2.8.3
DAILY NOTE,좋은 일기 앱 감사합니다.,5,
DAILY NOTE,글씨체가 마음에 들어요. 배경화면이 일기장 느낌이 드는 따뜻한 디자인이었으면 더 좋겠네요.,4,2.8.3
DAILY NOTE,Good!!!!,4,2.8.3
DAILY NOTE,달력에 점?표시하는것 말고도 생일같은 기념일 이모티콘을 표시할수있게하는것도 좋을것같아요,5,2.8.3
DAILY NOTE,군더더기 없고 깔끔해서 좋아요.,5,2.8.3
DAILY NOTE,정말 좋은 어플인 것 같아요 ! 제 일생을 기록하기에 매우 편리합니다. 이 어플을 만들어주셔서 감사합니다. 앞으로도 좋은 어플 기다릴게요.,5,2.8.3
DAILY NOTE,한줄평: 일기를 쓰고싶게 만드는 어플이다,5,2.8.3
DAILY NOTE,깔끔하고 좋아요! 다만 하루에 여러번 쓸 때가 있는데 그럴 때 앞에 쓴거에서 이어져서 쓰는 거 말고 다른 메모장(?)이 열려서 따로 작성할 수 있었으면 좋겠어요!,5,2.8.3
DAILY NOTE,심플하고 사용하기 너무 편리하네요,4,2.8.3
DAILY NOTE,간편하게 적을수 있어서 좋네요~^^,5,2.8.3
DAILY NOTE,체고에요 ...♡,5,
DAILY NOTE,GOOD,5,2.8.3
DAILY NOTE,만족합니다 잘사용하고 있습니다,5,2.8.3
DAILY NOTE,군더더기 없이 좋아요~,5,2.8.3
DAILY NOTE,다른 다이어리 어플들 다 깔아봤는데 이거 만한거 못찾았어요 ㅜㅜ 다이어리쓰는거 말고 메모기능도 추가되면 완전 세상 최고일거같아요 여러부ㄴ ㅜㅜㅜ 무조건 이거 까셔야해요 ...,5,2.8.3
DAILY NOTE,최고,5,2.8.3
DAILY NOTE,"디자인 깔끔하고 굉장히 좋아요! 글 쓸때 자동 글내림 안하는 것도 마음에 들어요.  어...아쉬운건, 날짜를 변경하는 게 가능했음 좋겠어요! 어제 일기를 뒤늦게 오늘 쓸수 있으니까요. 또, 그냥 날짜를 입력하지않고 쓸수있었으면 좋겠어요. 설정에 보니까 날짜를 없애는 기능은 안보여요ㅠ 폰트는 예쁘지만 좀 더 다양하면 좋겠어요.",5,
DAILY NOTE,심플한 분위기기 아주 맘에 듭니다,5,2.8.3
DAILY NOTE,다 편하고 좋은데 수정하는 부분이 다소 조금 불편해요 중간부분 수정을 할려고 하는데 갑자기 아래로 내려가버려요 뭐라 표현을 하기가...제작자님이 한번 해보시면...암튼 그부분만 아니라면 최곱니다,4,2.8.3
DAILY NOTE,깔끔하고 좋습니다. 좀더 다양한 배경이나 테마가 나오면 좋겠어요 글꼴도요~,5,2.8.3
DAILY NOTE,좋아요 ~,4,2.8.3
DAILY NOTE,"정렬 기능 반드시 넣어주세요. 중앙 정렬, 양쪽 정렬 시급합니다ㅠㅠㅠㅠ 제바류ㅠㅠㅠㅠ",5,2.8.3
DAILY NOTE,간편해서 좋아요,5,2.8.3
DAILY NOTE,사용한 것 중에서 가장 마음에 듭니다. 디자인과 글씨체도요. 사용하기 쉽고 여러가지로 과하지않아서 개인적으로 좋습니다. 잘 사용할게요 감사합니다.,5,2.8.3
DAILY NOTE,이런 어플 찾고 있었는데 깔끔하고 예뻐요ㅎㅎ,5,2.8.3
DAILY NOTE,깔끔하고 좋아요,4,2.8.3
DAILY NOTE,깔끔한디자인이 맘에드네요 폰트도이쁘고 조잡하게 이것저것 메뉴넣고 하는것보다 깔끔해서 쓰기좋아요,5,2.8.3
DAILY NOTE,"폰트 선택할 수 있는 점도 좋고,  단순한 사용법으로 누구나 사용하기 좋을 것 같아요! 일기이다보니 보안 원하시는 분들께도 추천이요~",5,2.8.3
DAILY NOTE,모든게 너무 좋습니다! 다만 하단에 광고만 없으면 완벽한데요!,5,2.8.3
DAILY NOTE,다 좋은데 폰트가..,4,2.8.3
DAILY NOTE,이런건 깔끔한게 최고,5,2.8.3
DAILY NOTE,잘 쓰고 있어요. 감사합니다.,5,2.8.3
DAILY NOTE,일기장안사도된다 이거있으믄,5,2.8.3
DAILY NOTE,"깔끔하고 직관적인 사용법이 아주 인상 깊네요. 과한 의견일지는 모르겠는데... 배경을 선택할 수 있었으면 좋겠어요. 사진첩 같은 데서 배경을 고르고, 글씨 색을 지정할 수 있게 하면 훨씬 멋있는 어플리케이션이 되지 않을까요!",5,2.8.3
DAILY NOTE,다른어플 다써봤는데 이게 제일간편하고 좋아요,5,2.8.3
DAILY NOTE,편해요 ㅎㅎ 사진도 올리구 좋으내요,5,2.8.3
DAILY NOTE,좋아요,5,2.8.3
DAILY NOTE,사용하기 편하고 매일 잘사용하고있습니다 좋은 어플 만들어주셔서 감사합니당,5,2.8.3
DAILY NOTE,직관적이며 심플하여 사용하기 편리하네요.,4,
DAILY NOTE,좋아요🌈🌈🌈,5,2.8.3
DAILY NOTE,길게 적는건 힘든데 조아용,4,2.8.3
DAILY NOTE,진짜 좋아요 디자인도 심플하고 깨끗해서 제 스타일!!❤,5,2.8.3
DAILY NOTE,이쁘고 선택도 제가 할수있어서 제 취향껏할수있는것 같네요. 간결하고 이뻐요.,5,2.8.3
DAILY NOTE,사용하기 편해서 너무 좋아요. 아쉬운 점은 한글 교정 기능이 첨부되어 있더라면 글쓰기 연습에도 많은 도움이 되지 않을까 생각됩니다. 지금껏 본것 중에 가장 심플해서 좋아요!,5,2.8.3
DAILY NOTE,깔끔한 디자인이 쓰기 편해서 자주 끄적거리는데 뭔가 폴더별로 있었으면 좋겠어요. 예를 들면 날짜를 클릭하면 한 페이지만 뜨는데 폴더별로 메모할수있게요. 또 사진 한장만 되는거도 좀 늘려주시면 좋겠고 글씨색이나 두께같은것도 조금 바꿀수 있었으면 좋겠어요,5,2.8.3
DAILY NOTE,매일 간단한 글을 남기기에 너무 좋습니다,5,2.8.3
DAILY NOTE,텍스트파일 내보내가 있었네요!ㅋㅋ,5,2.8.3
DAILY NOTE,사진 여러장 넣을 수 있게 해주세요,5,2.8.3
DAILY NOTE,사진 하나 이상 추가 불가능한가요?좀 불편하네요...사진 하나이상 추가 가능하게 해주시면 좋을거같아요 다른건 다 좋아요 !!,4,2.8.3
DAILY NOTE,깔끔하고 디자인이 예뻐요 또 백업도 가능해서 더 좋은 거 같습니다,5,2.8.3
DAILY NOTE,좋습니다! 개꿀~!,4,2.8.3
DAILY NOTE,심플하게굿~,5,2.8.3
DAILY NOTE,빨간 글씨색이 있으면 좋겠습니다. 앱은 잘쓰고 있습니다. 기록하기에 좋은 것 같아요,5,2.8.3
DAILY NOTE,일기쓰기 메모하기  좋아요 글외에 쪼매만 더 다양하게 올릴 수 있으면 좋겠습니다,4,2.8.3
DAILY NOTE,뭔가 끄적이고 싶을 때 이용하고 있어요. 디게 편해요. 심플하고. 간단해서 걍 끄적일 종이 없을 때 찾아서 끄적이고 그럽니다.,5,2.8.3
DAILY NOTE,리뷰같은거 처음남겨보는데 그정도로 진짜 좋은 앱인거같아요,5,2.8.2
DAILY NOTE,책으로 만들어주는 서비스랑 결합할 수 있었으면 좋겠네요ㅎㅎ 앱은 훌륭합니다,4,2.8.3
DAILY NOTE,지난 시간의 기록을 찾는데 코멘트가 없어 조금 힘듭니다,4,2.8.3
DAILY NOTE,심플해서 좋아요!,5,2.8.2
DAILY NOTE,비밀번호를 잊었는데 알 수 있는 방법이 있을까요 ㅠㅜ,5,2.7.2
DAILY NOTE,깔끔하고 괜찮은거 같습니다!,5,2.8.2
DAILY NOTE,"간단,깔끔.완전 제취향이네요 잘쓸게요",5,2.8.2
DAILY NOTE,정말 좋아요! 그때마다 생각나는 아이디어나 생각들을 쓸 수 있어서 좋은거같아요 이 어플이 일반 노트어플과 다른 점은 내가 언제 이런 생각들을 했었는지 한눈에 알수 있고 심지어 몇시에 썼던 글인지도 알 수 있어서 좋아요 다만 저처럼 일기가 아닌 그때마다의 아이디어도 쓰는 사람이라면 간단하게 그림도 그려서 기록하고 싶은데 그런 툴이 없어서 아쉬워요! 이건 일기쓰는 사람 중에서도 있을 거 같아요ㅎ 처음에 오른쪽 아래 펜 모양 보고 오 그림 그릴수도 있나보다 해서 눌렀더니 아니었더라구요 ㅋㅋㅋㅋㅋㅋㅋ 그 점 외엔 아직까지는 좋은거같아요,5,2.8.2
DAILY NOTE,간단히 일기 쓰기 좋아요,4,2.8.2
DAILY NOTE,광고는 무료로 사용하기 위해 필연이겠죠. 간단한 일상을 기록하기에 충분한 메모장입니다,5,2.8.2
DAILY NOTE,간편하구 진짜일기쓰듯 편합니다,5,2.8.2
DAILY NOTE,전반적으로 만족하며 쓰고 있습니다. 한가지 아쉬운 점은 글 쓰는게 일단위로만 묶여있어서 다른 주제의 글들이 하루의 메모지에 짬뽕이 될 수 밖에 없다는 거지만 다행스럽게도 타임스탬프와 전체검색 기능이 있어서 구분과 특정키워드를 통한 분류가 가능해서 괜찮았스비다,4,2.8.2
DAILY NOTE,하루를 마무리하면서 한줄 이상의 간단하게 쓸 일기(다이어리) 앱을 찾고있었는데 이렇게 좋을줄은 몰랐어요! 처음에는 이제 쓰다보면 단점들이 보이겠지?생각했는데 예상외로 심플하게 쓸수있어서 정말 괜찮았던 것 같아요! 글을 쓰다보면 글씨체 특성인지 모르겠지만 타이핑 속도가 살짝 딜레이되는게 있긴 하지만 이런 점 외에는 다 괜찮은 거 같아요!!,5,2.8.2
DAILY NOTE,괜찮아요 깔끔하고! 무료앱이라 광고가 뜨는건 어쩔 수 없으니까요ㅎㅎ,5,2.8.2
DAILY NOTE,이제 시작해보는데 간단하고 좋습니다.  한가지 지난 일기를 옮기고 싶은데 날짜 수정은 안되네요,5,2.8.2
DAILY NOTE,내스타일  일기  깔끔한스타일 찾았는데 딱이당ㅎㅎ,5,2.8.2
DAILY NOTE,"아이폰에서 하루노트 어플 쓰다가 갤럭시로 넘어와 가장 비슷한 어플을 찾다 이 어플을 찾았습니다. 깔끔하고 좋지만, 달력을 눌러 메모를 할 때 애니메이션 효과 때문에 로딩타임이 생기고 이게 상당히 거슬립니다. 하루노트 어플처럼 날짜 누르면 바로 메모 되게끔 로딩타임을 줄여주시면 정말 감사하겠습니다!!",3,2.8.2
DAILY NOTE,상당히 깔끔한 인터페이스를 가지고 있습니다. 기능 역시 미니멀한 특징을 가지고 있지만 그날 하루의 일을 기록한다는 주제에 집중하여 해당 기능 만큼은 다른 어플과 견줘서 우수하다고 생각되네요.,5,2.8.2
DAILY NOTE,디자인이 깔끔해서 마음에들어요. 폰트도 마음에들구요. 가장 심플하고 필요한것만있는 노트,5,2.8.2
DAILY NOTE,깔끔해서 더 많이 쓸 수 있는 느낌인거 같아요!,5,2.8.2
DAILY NOTE,오늘 오후까지도 괜찮았는데 저녁되니 갑자기 앱 속도가 너무 느려져서 메모를 할수없게되었습니다. 1년간쓰면서 처음있는일인데요... 랜덤으로나오는 광고용량이  가끔 너무커서그런게아닐지... 해결이 시급합니다,3,2.8.2
DAILY NOTE,깔끔해서 좋아요. 폰트와 배경이 더 다양해졌으면 좋겠어요. 줄노트로 설정하면 폰트에 따라 글씨와 줄간격이 맞지 않는 게 아쉽네요.,4,2.8.2
DAILY NOTE,깔끔하네요. 그래서 후원을 했어요. 앞으로 더 좋은 앱으로 발전하길 빕니다.,4,2.8.2
DAILY NOTE,사진 여러장 할 수 없나용? 그게 너무 아쉽네요 나머지는 완벽한데,3,2.8.2
DAILY NOTE,심플해서 좋아요! 암호는 인식이 좀 느린거같긴 하지만.. 간단하게 기록하기 좋은 앱이네요.,5,2.8.2
DAILY NOTE,제가 찾던 기능이예요 캘린더형식의 날짜를 클릭하고 내용과 사진을 첨부할 수있어서 좋아요 다만 형광펜 기능이 추가되면 좋겠습니다 오늘의할일을 적고 한일을 체크중인데 형광펜기능만있다면 더 효율성있게 사용할수있을듯합니다,5,2.8.2
DAILY NOTE,편리하고 정말 좋아요!! 인터페이스도 심플해서 너무 예쁩니다! 사진도 함께 추가할 수 있다면 더 좋을 것 같아요♥,5,2.8.2
DAILY NOTE,일기를 쓰면서 사진만 첨부하는거이 아닌 사진과 동영상이 함께 첨부되었으면 좋겠습니다. 또 알림 설정을 하려고 했는데 알림 소리 몇번 누르니까 소리가 또 들리지 않습니다. 개선부탁드립니다,3,2.8.2
